Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
The Devil in Me,"Michelle Argyris, Shantelle Canzanese, Vanessa Broze, Kevin Walker",N/A,N/A,Canada,07 Aug 2012,Greg A. Sager,Horror,"English, Latin",N/A,"This movie is about Alex, a returning college student who moves in with her girlfriends after the holidays. They go out and have quite a few drinks and on the way home Alex and her friend ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzODkwMjI4MF5BMl5BanBnXkFtZTcwOTc0MjkzNw@@._V1_SX300.jpg,eOne Entertainment Distribution,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '4.1/10'}",07 Aug 2012,True,108 min,movie,N/A,"Geoff Hart, Greg A. Sager",2012,tt2061822,4.1,"2,117",
The Dark,"William Devane, Cathy Lee Crosby, Richard Jaeckel, Keenan Wynn",1 nomination.,N/A,USA,11 Oct 2005,"John 'Bud' Cardos, Tobe Hooper","Horror, Sci-Fi, Thriller",English,N/A,"Someone, or something, is on an indiscriminate killing and mutilation spree during night-time. Frustrated by the clueless police, the father of the first victim is looking for answers, no matter how far fetched they are.",https://ia.media-imdb.com/images/M/MV5BMjU3MDNmNTctZWYzMS00YWU5LTg1ZmQtYjExMjliYTc0NGI2XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,Dick Clark Productions,R,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",27 Apr 1979,True,92 min,movie,N/A,Stanford Whitmore,1979,tt0079027,4.2,918,
The Dark Hour,"Silke, Omar Muñoz, Pepo Oliva, Carola Manzanares",N/A,N/A,Spain,N/A,Elio Quiroga,"Horror, Mystery, Sci-Fi",Spanish,N/A,The eight year old boy Jesús has been living in a crumbling underground facility since he was born with eight survivors of an apocalyptic war: the leader Maria and her lover Pablo; the gays...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNzYzNTM4NF5BMl5BanBnXkFtZTcwMzU2ODM0MQ@@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",14 Sep 2007,True,92 min,movie,N/A,Elio Quiroga,2006,tt0484273,6.0,"1,591",
The Lost,"Marc Senter, Shay Astar, Alex Frost, Megan Henning",2 wins & 1 nomination.,N/A,USA,18 Mar 2008,Chris Sivertson,"Crime, Drama, Horror",English,N/A,"Hanging out at some campgrounds one nice summer day, 19-year-old Ray Pye decides to murder two young women. His friends, Jen and Tim, witness the murder and help him cover it up. Four years...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODg3MjkyMF5BMl5BanBnXkFtZTcwNjk1NDM3MQ@@._V1_SX300.jpg,Anchor Bay Entertainment,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",18 Mar 2008,True,119 min,movie,http://www.thelostmovie.net/intro.html,"Chris Sivertson (written for the screen by), Jack Ketchum (novel)",2006,tt0451102,6.0,"2,391",
The Lost,"Marc Senter, Shay Astar, Alex Frost, Megan Henning",2 wins & 1 nomination.,N/A,USA,18 Mar 2008,Chris Sivertson,"Crime, Drama, Horror",English,N/A,"Hanging out at some campgrounds one nice summer day, 19-year-old Ray Pye decides to murder two young women. His friends, Jen and Tim, witness the murder and help him cover it up. Four years...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODg3MjkyMF5BMl5BanBnXkFtZTcwNjk1NDM3MQ@@._V1_SX300.jpg,Anchor Bay Entertainment,NOT RATED,"{'Source': 'Rotten Tomatoes', 'Value': '80%'}",18 Mar 2008,True,119 min,movie,http://www.thelostmovie.net/intro.html,"Chris Sivertson (written for the screen by), Jack Ketchum (novel)",2006,tt0451102,6.0,"2,391",
The Love Light,"Mary Pickford, Evelyn Dumo, Raymond Bloomer, Fred Thomson",N/A,N/A,USA,02 May 2005,Frances Marion,Drama,English,N/A,"Angela maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMTA2MTM4OF5BMl5BanBnXkFtZTgwOTUwNzYwMjE@._V1_SX300.jpg,United Artists,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",09 Jan 1921,True,89 min,movie,N/A,Frances Marion,1921,tt0012408,6.7,264,
Man from Nowhere,"Giuliano Gemma, Fernando Sancho, Corinne Marchand, Nello Pazzafini",N/A,N/A,"Italy, France",N/A,Michele Lupo,Western,"Italian, Spanish, French",N/A,"Bandit Gordo frees a group of prisoners, forcing them to join his gang or die. Arizona Colt, declining to do either, heads for Blackstone City where Gordon is planning a robbery. When one ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NDAwNjQwNF5BMl5BanBnXkFtZTgwMDU2NTQ0MzE@._V1_SX300.jpg,N/A,M,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",N/A,True,104 min,movie,N/A,"Lewis E. Ciannelli (English language version), Ernesto Gastaldi, Luciano Martino",1966,tt0060124,6.3,350,
The Phantom of Crestwood,"Ricardo Cortez, Karen Morley, Anita Louise, Pauline Frederick",N/A,N/A,USA,N/A,J. Walter Ruben,"Crime, Mystery",English,N/A,"Jenny Wren coerces banker Priam Andes to have a dinner party at his shorefront estate Crestwood, and instructs him to invite three other men, each of whom she plans to extort money from. ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOTU5MDMxNjM0N15BMl5BanBnXkFtZTgwMTkzMTE0MjE@._V1_SX300.jpg,N/A,PASSED,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",14 Oct 1932,True,76 min,movie,N/A,"Bartlett Cormack (screen play), Bartlett Cormack (from a story by), J. Walter Ruben (from a story by)",1932,tt0023335,6.7,389,
The Program,"Ben Foster, Chris O'Dowd, Guillaume Canet, Jesse Plemons",N/A,N/A,"UK, France",N/A,Stephen Frears,"Biography, Drama, Sport",English,53,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMzMzY3NTIyM15BMl5BanBnXkFtZTgwMjAwNTY1NjE@._V1_SX300.jpg,N/A,R,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",18 Mar 2016,True,99 min,movie,N/A,"John Hodge (screenplay), David Walsh (book)",2015,tt3083008,6.5,"12,790",
The Program,"Ben Foster, Chris O'Dowd, Guillaume Canet, Jesse Plemons",N/A,N/A,"UK, France",N/A,Stephen Frears,"Biography, Drama, Sport",English,53,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMzMzY3NTIyM15BMl5BanBnXkFtZTgwMjAwNTY1NjE@._V1_SX300.jpg,N/A,R,"{'Source': 'Metacritic', 'Value': '53/100'}",18 Mar 2016,True,99 min,movie,N/A,"John Hodge (screenplay), David Walsh (book)",2015,tt3083008,6.5,"12,790",
The Red Kimona,"Priscilla Bonner, Nellie Bly Baker, Carl Miller, Mary Carr",N/A,N/A,USA,22 Apr 2008,"Walter Lang, Dorothy Davenport","Drama, Romance",English,N/A,"A small town girl finds escape from her cruel home life in the arms of a handsome stranger. Soon she finds herself working as a prostitute in New Orleans, desperately clinging to the belief that he really loves her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzODc3MDAxM15BMl5BanBnXkFtZTgwMjk2Njk1MDE@._V1_SX300.jpg,Vital Exchanges,UNRATED,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",16 Nov 1925,True,77 min,movie,N/A,"Adela Rogers St. Johns (by), Dorothy Arzner (adaptation), Malcolm Stuart Boylan (titles)",1925,tt0016276,6.4,188,
The Selling,"Gabriel Diani, Janet Varney, Jonathan Klein, Etta Devine",N/A,N/A,USA,23 Oct 2012,Emily Lou Wilbur,Comedy,English,N/A,A too-honest-for-his-own-good real estate agent has to sell a haunted house before its ghostly inhabitants ruin his life.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0ODYwNzY0MV5BMl5BanBnXkFtZTcwNTUyMTkxOA@@._V1_SX300.jpg,Artist View Entertainment,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",21 Aug 2012,True,92 min,movie,http://www.artistviewent.com/,Gabriel Diani,2011,tt1552214,6.1,600,
The Warrior Empress,"Tina Louise, Kerwin Mathews, Riccardo Garrone, Antonio Battistella",N/A,N/A,"Italy, France",N/A,Pietro Francisci,"Adventure, Drama, Romance",Italian,N/A,"He-man Phaon impresses Sappho of Lesbos at the temple of Aphrodite, circa 600 B.C.",https://images-na.ssl-images-amazon.com/images/M/MV5BZjMwMzA1MmEtZTljYS00ZDdkLTk0MGYtMDYzZTA1ODQyYzc3XkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",24 Aug 1960,True,89 min,movie,N/A,"Ennio De Concini (screenplay), Pietro Francisci (screenplay), Luciano Martino (screenplay), Pietro Francisci (story), Paddy Manning O'Brine (dubbing dialogue)",1960,tt0054263,5.5,94,
Trade Winds,"Fredric March, Joan Bennett, Ralph Bellamy, Ann Sothern",N/A,N/A,USA,N/A,Tay Garnett,Drama,English,N/A,"Kay Kerrigan commits a murder and then changes her hair color, assumes a new identity and flees the country by ship. She's unaware that she's being followed by Sam Wye, a skirt chasing ...",https://images-na.ssl-images-amazon.com/images/M/MV5BN2Q0ODhmNDctZTRjMC00MDAzLTk5OGItMmNkNmZmNDhkNDNhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,United Artists,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",28 Dec 1938,True,93 min,movie,N/A,"Tay Garnett (story), Dorothy Parker (screenplay), Alan Campbell (screenplay), Frank R. Adams (screenplay)",1938,tt0030888,6.4,398,
Vanessa: Her Love Story,"Robert Montgomery, Helen Hayes, May Robson, Otto Kruger",N/A,N/A,USA,N/A,William K. Howard,Drama,English,N/A,"The only person that Vanessa wants to marry is Benjamin and they are finally engaged. When a fire sweeps through her fathers house, Benjie is able to save Vanessa, but he cannot save her ...",https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NDU4NjQtMTliNy00Zjg3LWJlZmItMjBiMTM5ODVhN2I2XkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_SX300.jpg,N/A,APPROVED,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",01 Mar 1935,True,74 min,movie,N/A,"Lenore J. Coffee (adaptation), Lenore J. Coffee (screenplay), Hugh Walpole (novel), Hugh Walpole (screenplay)",1935,tt0027166,6.4,61,
Witchboard 2,"Ami Dolenz, Christopher Michael Moore, Laraine Newman, Timothy Gibbs",N/A,N/A,USA,27 Oct 1993,Kevin Tenney,"Horror, Mystery",English,N/A,"A beautiful young woman starts receiving messages through a ouija board, claiming to be from the former occupant of her apartment. The former tenant claims she's been murdered, but there's ...",https://images-na.ssl-images-amazon.com/images/M/MV5BOWZjNGJjNzAtN2I4YS00YzI5LTkwNDAtZWU1MjI3NGQyOGU4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,Republic Pictures Home Video,R,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",10 Sep 1993,True,98 min,movie,N/A,Kevin Tenney,1993,tt0108577,5.0,"1,210",
My Little Bride,"Rae-won Kim, Geun-young Moon, Sun-yeong Ahn, Bo-kyeong Kim",N/A,N/A,South Korea,19 Jun 2007,Ho-joon Kim,"Comedy, Drama, Romance","Korean, English",N/A,"A teenage girl tries to continue her normal social and school life, after her grandfather forces her into an arranged marriage with a man in his twenties.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjgxMDE3NzcyM15BMl5BanBnXkFtZTgwNTg4ODUwMjE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",02 Apr 2004,True,115 min,movie,N/A,Sun-il Yu,2004,tt0395140,7.2,"4,403",
Young Bride,"Helen Twelvetrees, Eric Linden, Arline Judge, Roscoe Ates",N/A,N/A,USA,N/A,William A. Seiter,Drama,"English, Cantonese",N/A,"A shy and naive New York children's librarian must become stronger and wiser after she discovers that her new husband is a liar, a cheat, and a fraud.",https://images-na.ssl-images-amazon.com/images/M/MV5BOWU5MjI2ZjQtYmMyYi00ZTdlLWFhNGEtM2M0MGY2MTFiM2QwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,N/A,PASSED,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",08 Apr 1932,True,76 min,movie,N/A,"Hugh Stanislaus Stange (play), Garrett Fort (screenplay), Ralph Murphy (additional dialogue), Jane Murfin (additional dialogue)",1932,tt0023720,6.4,152,
Magi i luften,"Emma Sehested Høeg, Gustav Hintze, Victoria Carmen Sonne, Anton Honik",1 win & 2 nominations.,N/A,"Denmark, Sweden",N/A,Simon Staho,"Drama, Musical",Danish,N/A,"Anything can happen and will happen in this romantic musical where four teenagers risk their feelings and dreams in the space of a single, extraordinary night. Daniel, Lina, Stefan and ...",N/A,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '4.9/10'}",23 Jun 2011,True,90 min,movie,N/A,"Simon Staho (screenplay), Peter Birro (screenplay)",2011,tt1592556,4.9,108,
White Rabbit,"Nick Krause, Todd McLaren, Sam Trammell, Kelcy Baker",6 wins.,N/A,USA,N/A,Tim McCann,Drama,English,41,"A bullied high school student starts having visions of a rabbit that he killed when he was a kid, soon putting him in a state where his imagination threatens to cause him to carry out violent acts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyOTIxMjk3Ml5BMl5BanBnXkFtZTgwNzgyMzQ2MzE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",13 Feb 2015,True,90 min,movie,N/A,"Anthony Di Pietro, Anthony Di Pietro",2013,tt2241116,6.1,"1,048",
White Rabbit,"Nick Krause, Todd McLaren, Sam Trammell, Kelcy Baker",6 wins.,N/A,USA,N/A,Tim McCann,Drama,English,41,"A bullied high school student starts having visions of a rabbit that he killed when he was a kid, soon putting him in a state where his imagination threatens to cause him to carry out violent acts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyOTIxMjk3Ml5BMl5BanBnXkFtZTgwNzgyMzQ2MzE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Metacritic', 'Value': '41/100'}",13 Feb 2015,True,90 min,movie,N/A,"Anthony Di Pietro, Anthony Di Pietro",2013,tt2241116,6.1,"1,048",
The Silenced,"Won-Hee Go, Ryun Jo, Bo-Bi Joo, Dong-Hyun Kim",4 wins & 4 nominations.,N/A,South Korea,N/A,Hae-yeong Lee,"Horror, Mystery, Thriller","Korean, Japanese",N/A,"A girl is transferred to a mysterious boarding school, where she is forced to discover its secrets to survive.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzBiNGM2ZTMtYzFkZC00ODdkLWIyNGQtYzRkZmRkNDQwMjExXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",18 Jun 2015,True,99 min,movie,N/A,N/A,2015,tt4708348,5.8,"2,192",
Alice in Earnestland,"Jung-hyun Lee, Hae-yeong Lee, Young-hwa Seo, Joon Hyuk Lee",5 wins & 4 nominations.,N/A,South Korea,N/A,Gooc-jin Ahn,"Comedy, Drama, Thriller",Korean,N/A,"Soonam struggles to pay bills for her vegetative husband. Despite her hard work, there's no hope and her husband never seems to wake up. A cruel fairy tale with LEE's shocking performance.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y4OWNmNzEtMGY2My00YWUwLWFmZWMtYTYwZjAzZjBmOTg3XkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",13 Aug 2015,True,87 min,movie,N/A,Gooc-jin Ahn,2015,tt4702528,6.9,193,
The Classified File,"Young-nam Jang, Ho-bin Jeong, Yun-seok Kim, Young-chang Song",2 wins & 5 nominations.,N/A,South Korea,N/A,Kyung-taek Kwak,"Crime, Drama",Korean,N/A,A detective and a fortune teller join forces to find a kidnapped child whom none expects to be alive.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTlkNGMxNTEtN2U5My00MDE2LTk2NDMtOTlmODQ5ZWNiMWZiXkEyXkFqcGdeQXVyMjc1NjE1MzM@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",18 Jun 2015,True,108 min,movie,N/A,N/A,2015,tt4791594,6.4,422,
Helios,"Chen Chang, Shawn Yue, Si Won Choi, Jacky Cheung",2 nominations.,N/A,"Hong Kong, China, USA",N/A,"Lok Man Leung, Lok Man Leung, Kim-Ching Luk, Kim-Ching Luk","Action, Crime, Fantasy","Cantonese, Mandarin, Korean",N/A,"A portable nuclear device, DC8, has been stolen from South Korea by a ruthless criminal (Chang Chen) and his accomplice (Janice Man). As the weapon will change hands in Hong Kong, Lee (Nick...",https://images-na.ssl-images-amazon.com/images/M/MV5BYTg5YzY4MmMtNThiZS00ODcwLTk4MDgtOThmNDgyNGYxNGFmXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",01 May 2015,True,118 min,movie,N/A,"Dean Kole, Lok Man Leung (screenplay), Kim-Ching Luk (screenplay), Robert Stein",2015,tt3614922,5.6,749,
Hollywood Adventures,"Wei Zhao, Xiaoming Huang, Dawei Tong, Sarah Yan Li",N/A,N/A,"USA, Hong Kong, China",N/A,Timothy Kendall,"Action, Adventure, Comedy","Mandarin, English",N/A,"A young man goes from China to Hollywood on short notice to find his girlfriend. He ends up connected with two others in his quest, which gets much more complicated than he envisioned.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDg2YmVlZjktZTdiZC00MmI2LThkNWItMTFhNzEwMDNkMzViXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,Beijing Enlight Pictures Co.,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",26 Jun 2015,True,114 min,movie,N/A,"Brice Beckham (screenplay by), David Fickas (screenplay by), Justin Lin (screenplay by), Philip W. Chung (screenplay by), Alfredo Botello (screenplay by), Brice Beckham (story by), David Fickas (story by), Justin Lin (story by)",2015,tt4115932,5.3,446,
Hush Little Baby,"Victoria Pratt, Ari Cohen, Johanna Black, Tiffany Amiot",1 win.,N/A,Canada,24 Aug 2010,Holly Dale,"Drama, Mystery, Thriller",English,N/A,"A young mother suffers her worst nightmare -the drowning of her young daughter. Two years later, Jamie gives birth to another girl. After a series of suspicious accidents, Jamie becomes ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTQ5Nzk0MV5BMl5BanBnXkFtZTcwMzA3NTk5Mw@@._V1_SX300.jpg,Nomadic Pictures,TV-14,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",27 Oct 2007,True,90 min,movie,N/A,"Philip Levens, Ian Kessner",2007,tt1031294,4.2,376,
Carnival of Souls,"Bobbie Phillips, Shawnee Smith, Larry Miller, Paul Johansson",N/A,N/A,USA,05 Jun 2001,Adam Grossman,"Drama, Horror, Mystery",English,N/A,A young girl witnesses the brutal rape and murder of her mother by a circus clown and begins to have nightmares when the carnival comes back to town when she is an adult.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMTAzMjIwM15BMl5BanBnXkFtZTcwMzIwNDgxMQ@@._V1_SX300.jpg,Trimark Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '3.2/10'}",21 Aug 1998,True,90 min,movie,N/A,"John Clifford (story ""Carnival of Souls""), Adam Grossman (screenplay)",1998,tt0120627,3.2,"1,853",
Carnival of Souls,"Bobbie Phillips, Shawnee Smith, Larry Miller, Paul Johansson",N/A,N/A,USA,05 Jun 2001,Adam Grossman,"Drama, Horror, Mystery",English,N/A,A young girl witnesses the brutal rape and murder of her mother by a circus clown and begins to have nightmares when the carnival comes back to town when she is an adult.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMTAzMjIwM15BMl5BanBnXkFtZTcwMzIwNDgxMQ@@._V1_SX300.jpg,Trimark Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '20%'}",21 Aug 1998,True,90 min,movie,N/A,"John Clifford (story ""Carnival of Souls""), Adam Grossman (screenplay)",1998,tt0120627,3.2,"1,853",
Full Out,"Ana Golja, Jennifer Beals, Sarah Fisher, Asha Bromfield",N/A,N/A,"Canada, USA",N/A,Sean Cisterna,"Biography, Drama, Family",English,N/A,A young gymnast's Olympic aspirations are crushed after a debilitating accident.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTkxOWU4YmYtMWI5My00ZmE4LWI4MjctYmY1NWU4YTU5YzhmXkEyXkFqcGdeQXVyMjEyMDYzNjc@._V1_SX300.jpg,Carmel Creek Productions,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",11 Sep 2015,True,90 min,movie,N/A,"Beth Iley (story editor), Willem Wennekers",2015,tt3977462,6.5,"1,144",
The Boys Club,"Chris Penn, Dominic Zamprogna, Stuart Stone, Devon Sawa",5 nominations.,N/A,Canada,29 Sep 1998,John Fawcett,"Adventure, Crime, Drama",English,N/A,"Three teen boys find a man named Luke Cooper who clams to be a cop in their secret hideout. But can he be trusted? He seems nice at first, but when Luke becomes angry and starts threatening them, will the three teenagers stand together and fight back?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjQwMDAxN15BMl5BanBnXkFtZTcwNjgwNTMyMQ@@._V1_SX300.jpg,Ardustry Home Entertainment,R,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",N/A,True,90 min,movie,N/A,"Doug Smith (story), Peter Wellington (screenplay)",1996,tt0118763,6.5,980,
Apaharan,"Ajay Devgn, Nana Patekar, Bipasha Basu, Ayub Khan",4 wins & 2 nominations.,N/A,India,27 Jun 2006,Prakash Jha,"Action, Crime, Drama",Hindi,N/A,"Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.",https://images-na.ssl-images-amazon.com/images/M/MV5BOGRkOTUwY2UtOTg2ZS00MmMwLWI2NWEtMGI0YWY0Mzk4NzU4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,Entertainment One,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",02 Dec 2005,True,173 min,movie,N/A,"Prakash Jha (dialogue), Prakash Jha (screenplay), Prakash Jha (story), Shridhar Raghavan (screenplay), Manoj Tyagi (screenplay)",2005,tt0451631,7.4,"3,452",
Bangalore Days,"Dulquer Salmaan, Nazriya Nazim, Nivin Pauly, Fahadh Faasil",3 wins & 1 nomination.,N/A,India,N/A,Anjali Menon,"Comedy, Drama, Romance",Malayalam,N/A,Three cousins set out to fulfill their Bangalore dreams.,https://ia.media-imdb.com/images/M/MV5BMjk2Nzc5NmUtMzlhMS00MzRmLWEwNTctMzg0M2EyNjg2NTRjXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",30 May 2014,True,171 min,movie,N/A,"Anjali Menon (dialogue), Anjali Menon (screenplay), Anjali Menon",2014,tt3668162,8.3,"10,384",
Ohm Shanthi Oshaana,"Nazriya Nazim, Nivin Pauly, Aju Varghese, Vineeth Sreenivasan",4 wins.,N/A,India,N/A,Jude Anthany Joseph,"Comedy, Romance",Malayalam,N/A,"A spirited young girl would stop at nothing to get the first love of her life, even if it takes seven years and several heartbreaks.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjVjOTJlZGEtZmM0My00MjVmLTk2ZWMtMTAwOGRhZDk0NzhhXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",07 Feb 2014,True,136 min,movie,N/A,"Jude Anthany Joseph, Midhun Manuel Thomas",2014,tt3517192,7.6,"2,903",
Baazigar,"Shah Rukh Khan, Rakhee Gulzar, Kajol, Siddharth",4 wins & 6 nominations.,N/A,India,29 Dec 1998,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Crime, Drama, Musical",Hindi,N/A,A young man with a vendetta against a business tycoon seduces and kills his eldest daughter and then proceeds to his younger daughter but she begins to suspect her new lover's ulterior motive.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3OTE1MDAxNV5BMl5BanBnXkFtZTgwNjM1NDk5NTE@._V1_SX300.jpg,United Seven Creations,R,"{'Source': 'Internet Movie Database', 'Value': '7.8/10'}",12 Nov 1993,True,175 min,movie,N/A,"Robin Bhatt, Akash Khurana, Javed Siddiqui",1993,tt0106333,7.8,"21,100",
Sparsh,"Shabana Azmi, Naseeruddin Shah, Sudha Chopra, Mohan Gokhale",4 wins.,N/A,India,N/A,Sai Paranjape,"Drama, Romance",Hindi,N/A,"Anirudh Parmar is blind, but he does not let this impairment bind him down. He runs a school for the blind as a Principal. He meets with social worker, Kavita. Kavita is attracted to him, ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2Zjg5M2QtMjMzNy00M2I0LWE4MzEtOTMyNTlhMzAxMmM1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",30 Jan 1980,True,145 min,movie,N/A,Sai Paranjape,1980,tt0079938,8.2,472,
Alai Payuthey,"Madhavan, Shalini, Swarnamalya, V. Natarajan",3 wins.,N/A,India,N/A,Mani Ratnam,"Drama, Musical, Romance",Tamil,N/A,"After a difficult romance in a class-divided society, the love birds find out marriage is not what they thought it would be.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGU0OTZlNDItMmVlMC00MjlkLWEyMzEtNzA4N2NkZjE3NzE4XkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_SX300.jpg,N/A,N/A,"{'Source': 'Internet Movie Database', 'Value': '8.3/10'}",14 Apr 2000,True,156 min,movie,N/A,"Mani Ratnam (dialogue), Mani Ratnam (screenplay), Mani Ratnam (story), R. Selvaraj (dialogue)",2000,tt0242256,8.3,"3,380",
The Dirty Picture,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah",16 wins & 19 nominations.,N/A,India,N/A,Milan Luthria,"Biography, Comedy, Drama","Hindi, Tamil, English, English",N/A,"The love story between an actress and a director, inspired by the life of the late south Indian actress Silk Smitha.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODg5MTk1NF5BMl5BanBnXkFtZTgwNTkyNzE0NjE@._V1_SX300.jpg,N/A,NOT RATED,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",02 Dec 2011,True,144 min,movie,N/A,"Rajat Arora (dialogue), Rajat Arora (screenplay), Rajat Arora, Aditi Mediratta (associate writer)",2011,tt1954206,6.7,"7,344",
